account_id,incoming_txns,outgoing_txns,time_between_txns,txn_amount_variance,unique_counterparties,txn_frequency,round_number_flag,reversal_flag,hour_of_day,account_age_days
4610,43,44,8.04,79681.74,8,41,1,1,16,69
5314,15,18,6.33,27605.07,3,52,1,0,17,1981
4580,36,17,0.61,83820.33,6,96,0,1,23,991
5348,13,14,0.3,42797.49,7,32,1,0,3,351
9071,39,0,0.26,56596.68,18,6,1,1,19,2046
5501,31,11,0.99,26657.95,17,36,1,0,18,251
7933,30,34,4.18,26872.32,2,65,1,1,21,1902
9490,29,20,0.03,50425.01,1,2,0,1,18,1362
5254,11,35,0.77,15044.13,9,31,1,1,19,1528
7945,13,26,0.91,16816.0,12,47,1,1,14,2370
4744,6,46,1.69,24300.91,9,31,1,1,6,3306
3450,30,0,0.18,25315.29,6,54,1,0,20,2217
8972,19,16,1.66,32316.37,18,73,0,1,3,275
5166,30,40,1.69,48442.29,4,58,1,1,11,2325
5222,22,1,2.38,39340.37,14,16,1,0,18,2691
3859,49,18,1.99,63033.27,12,42,1,1,2,2543
3373,10,40,0.96,36452.37,11,54,1,0,2,1437
6191,41,18,1.22,25110.67,9,78,1,1,14,3093
8377,26,10,3.83,82981.69,6,3,0,0,21,3076
2311,13,10,2.56,50084.56,13,14,0,0,15,250
7504,33,48,4.11,22862.74,3,14,1,0,2,1626
5053,47,18,5.74,85744.96,15,81,0,0,16,147
6846,20,30,6.02,60079.85,15,70,1,1,4,755
8480,40,47,2.65,75823.0,19,56,1,1,15,960
8239,19,23,2.03,20973.1,14,34,0,1,0,2173
3233,22,18,1.12,17962.54,16,69,0,1,15,67
5799,38,14,1.17,40780.19,1,71,1,0,13,1820
3675,45,47,4.59,22869.15,13,49,0,1,2,2591
5454,18,41,2.38,52155.86,18,35,1,0,2,589
8460,39,28,0.55,27053.91,9,90,1,0,10,653
9764,1,11,1.48,40377.68,4,37,1,0,22,3008
2477,9,0,1.04,45652.3,16,28,1,1,9,1551
1519,21,5,2.63,31557.05,5,8,1,1,2,1955
5097,24,0,1.92,39466.82,4,99,0,1,14,3051
4263,29,47,1.24,18905.05,4,67,0,1,12,1308
3598,40,46,3.61,59196.72,2,96,0,1,15,1253
1853,42,13,0.43,39525.96,4,31,1,1,0,3283
2960,25,50,5.96,52819.62,8,2,0,1,22,664
2466,15,10,2.22,55395.88,16,12,1,0,1,2670
9787,50,6,3.53,22814.07,5,63,0,1,17,3129
8187,46,12,1.19,30348.98,1,89,1,1,23,1056
8951,45,28,6.19,50165.97,18,38,1,0,18,2256
8674,17,38,0.86,59467.61,18,21,0,0,14,3386
7014,29,0,1.88,78339.49,17,49,0,0,19,3208
6254,46,4,5.6,28991.68,18,50,0,1,17,2541
7714,41,20,0.85,37805.87,4,13,0,0,4,3607
2753,31,12,3.58,41249.11,4,5,1,1,16,2902
1804,23,14,2.72,26539.21,20,92,0,0,6,2042
2310,29,40,0.55,32741.38,2,47,1,1,22,3403
9667,2,46,0.22,30008.46,3,39,0,0,16,444
9710,24,12,0.22,22676.14,7,68,0,0,17,1730
6864,43,29,0.45,63939.14,14,14,0,0,17,2097
3591,34,38,1.22,24584.55,15,46,1,1,11,3160
6299,38,15,1.2,30224.46,19,70,0,1,17,1504
8331,25,0,3.03,47513.43,2,37,0,0,9,1260
4519,20,1,0.63,74628.15,9,71,0,0,1,1486
5341,23,37,2.74,25959.3,8,30,1,1,2,1667
4562,46,4,9.58,27762.31,11,62,0,1,22,3386
5921,2,46,1.91,36801.02,19,49,0,0,10,3633
7824,7,49,0.45,16796.9,8,96,0,1,1,2177
9846,36,9,0.91,49563.38,11,65,0,0,1,3026
8300,48,38,10.81,18213.98,19,65,0,0,13,3250
3165,21,5,1.71,24463.13,16,74,0,1,8,1662
3136,48,8,1.83,61294.31,16,72,0,1,12,2370
9589,15,15,2.54,17843.81,3,35,1,1,21,396
7776,27,23,1.2,43143.97,12,25,1,1,19,129
3773,22,39,2.77,61272.86,15,80,0,1,1,847
3555,48,46,2.2,77799.91,3,15,0,0,19,3588
5713,0,21,3.55,33376.97,4,40,1,1,0,886
4471,13,34,0.27,46216.56,17,97,1,1,19,2877
1301,24,37,0.81,29089.03,17,6,1,0,1,852
5444,3,29,5.1,49912.01,1,9,1,1,21,1505
1312,18,41,1.75,33194.08,13,30,1,0,10,3580
2442,11,12,1.37,38395.7,17,59,0,0,7,1278
7445,47,10,0.55,34316.53,1,45,1,1,20,997
9212,17,3,0.38,26845.6,9,50,0,1,7,1429
3248,5,46,0.08,45216.44,13,67,0,1,7,655
6118,38,21,0.55,60576.65,15,70,0,0,20,2409
4314,8,19,1.38,69552.14,17,18,1,0,20,677
9732,46,7,1.37,32443.92,6,41,0,0,10,1714
5485,9,49,3.11,14017.51,7,14,0,0,0,2557
4783,38,14,0.6,30156.83,8,88,0,1,2,579
8680,45,41,3.56,25696.81,12,24,1,1,15,700
1528,26,48,5.71,61656.67,1,35,1,0,23,860
2083,11,28,5.19,34702.62,20,63,1,1,7,1688
7232,46,20,0.54,41893.54,13,79,0,0,14,3417
5025,33,34,1.35,31762.03,13,95,0,1,16,231
8201,25,19,2.44,70193.63,10,60,0,1,9,253
3330,29,41,4.24,44152.94,15,12,0,0,18,584
6299,28,1,3.0,18302.05,6,59,0,1,2,1357
3686,45,46,1.4,44180.81,4,12,0,1,20,379
7292,46,50,3.49,48921.62,17,79,0,1,17,209
6491,36,42,2.05,61106.77,5,21,0,0,22,1748
8311,18,40,2.26,66209.15,6,16,0,0,0,3165
8514,31,31,3.2,61553.25,18,1,1,0,6,2731
7719,28,5,0.56,54512.59,20,77,0,0,17,2568
4401,3,11,2.5,89855.36,5,8,1,0,4,2762
5889,21,5,1.13,39778.11,2,14,1,0,5,1194
3906,29,47,2.68,18189.5,19,47,0,0,9,1539
2108,48,27,3.91,16823.97,18,9,1,1,4,2875
6393,33,26,7.5,34950.05,17,27,0,0,3,3018
9666,5,30,0.59,33183.8,20,91,1,1,19,1093
6797,8,39,2.76,28572.5,19,64,1,1,5,983
4171,0,7,2.12,34223.8,1,60,0,0,19,1725
6728,35,40,1.7,27332.31,7,2,0,1,8,1290
6307,49,0,0.1,21076.34,4,88,1,1,12,2553
3877,12,21,0.42,43302.78,11,87,1,1,1,586
8546,34,21,0.93,47302.0,15,53,0,1,18,1322
1306,13,36,1.42,41223.88,11,46,0,0,8,1419
9753,10,36,1.33,40616.82,20,50,0,0,9,2937
7780,5,31,0.33,41446.5,8,48,1,1,6,1268
7131,50,2,1.82,36537.12,7,12,1,0,15,661
8921,46,33,0.5,38133.32,10,100,1,0,3,2801
4361,46,2,5.71,37249.76,15,50,0,0,9,2844
2426,21,29,6.19,32826.99,2,14,1,0,18,2646
6257,12,12,3.86,30644.5,10,36,1,1,21,1146
5483,7,0,0.29,33229.52,20,72,0,0,17,2280
3319,45,18,1.19,32739.16,19,32,0,0,9,1417
1831,8,1,0.19,42351.66,16,87,0,0,12,382
3932,45,38,3.69,54632.79,19,81,1,1,9,3378
9740,5,48,0.93,46924.82,15,73,0,0,22,428
8625,30,14,4.16,61048.84,8,19,1,1,12,2895
6412,50,20,0.43,47495.54,15,63,0,0,15,1469
3798,18,49,0.71,20301.13,12,78,0,0,12,1364
2162,50,19,0.76,26106.17,18,60,1,1,7,1028
8903,24,4,0.32,10528.33,11,27,1,1,18,2260
3835,42,42,2.5,18348.2,3,95,1,0,18,1926
2599,28,11,0.07,49292.23,10,52,0,0,21,3189
6364,31,41,0.8,48262.36,2,12,0,0,18,3347
3403,42,9,2.63,36854.8,15,69,1,1,19,1861
6187,19,36,1.5,38217.97,10,56,1,0,18,2534
7622,8,18,1.66,43060.91,2,48,0,0,22,3391
2797,18,1,0.4,42090.38,8,56,1,1,22,1693
9931,13,42,5.64,35335.22,6,61,0,0,17,3484
7835,9,18,0.62,27875.26,5,18,0,0,20,619
8974,42,27,2.16,40457.32,5,11,0,1,14,1773
8444,32,27,1.16,34921.97,18,58,1,1,7,1769
9161,46,15,0.41,32474.65,17,35,1,1,1,2357
7038,7,37,0.72,33318.18,16,89,0,0,23,3549
5578,29,33,3.39,50103.59,3,67,0,0,15,3067
2279,43,40,0.44,34217.94,18,75,1,0,10,3218
8438,32,30,0.53,34506.7,19,94,1,1,11,1214
5981,46,50,6.06,30169.39,19,34,0,1,18,2376
5780,47,39,1.09,34181.05,1,37,1,0,4,344
5552,16,8,1.31,38582.83,20,36,1,1,0,2503
3476,42,28,3.66,44845.13,12,23,1,0,15,3304
1542,21,5,1.51,16977.96,5,77,0,1,13,1004
3740,13,36,3.4,109962.17,12,7,1,0,1,1930
5937,30,47,1.02,26589.65,18,30,1,1,15,624
8122,0,18,13.09,56175.72,15,49,1,0,3,2640
8074,39,41,1.02,38718.95,9,43,1,1,3,2710
8554,49,43,1.57,36377.87,8,94,0,1,21,1313
1138,4,0,0.04,17844.23,14,13,0,1,11,3000
4163,2,1,1.42,10643.91,20,12,0,0,19,528
2965,5,38,1.13,14950.26,5,49,0,0,22,1067
2240,40,29,2.28,34204.73,9,99,1,1,8,3227
2022,24,24,3.19,28672.34,11,8,1,1,5,314
4287,39,25,0.46,29443.19,6,83,1,0,4,3178
2740,28,45,0.96,70647.02,9,14,0,0,2,3010
8305,1,31,4.41,26792.87,5,84,0,0,21,1121
6403,25,36,0.5,31756.14,1,66,1,1,13,3487
2148,34,14,0.66,31668.22,1,50,1,0,18,1500
5961,25,3,1.83,61008.75,3,47,1,0,14,2683
1644,24,42,0.27,63881.17,7,39,1,0,20,2022
8175,47,12,8.39,36650.74,5,5,0,0,23,1006
2032,50,34,2.37,16611.13,10,64,1,0,1,259
1701,25,7,1.65,22226.41,7,84,1,0,23,984
1604,47,9,0.39,55436.88,16,84,0,1,19,1024
3138,0,11,3.12,16590.75,2,40,0,1,19,3451
2742,7,31,0.02,26130.4,20,79,0,0,6,1411
7586,20,7,5.58,33834.89,19,70,0,1,6,2459
2035,7,17,0.37,41691.96,5,97,1,0,22,2296
4991,37,2,7.37,23847.58,5,13,1,0,0,360
3939,5,45,0.21,14680.91,19,37,1,1,22,874
5439,33,28,0.28,24520.93,14,31,0,0,19,2967
2442,40,50,6.87,17495.1,10,45,1,0,17,816
9686,6,39,3.94,37424.47,12,98,0,1,20,882
4173,7,50,2.12,15018.79,5,88,1,1,5,2774
1885,41,23,3.62,62114.71,10,27,1,1,10,3327
8424,2,6,0.54,31655.94,2,69,0,0,0,2139
4855,46,28,2.83,30892.57,19,75,1,1,6,1364
2804,20,14,0.32,11768.63,4,31,1,0,12,331
8936,3,27,1.59,29575.88,5,28,1,0,12,588
4181,40,22,1.11,20437.07,9,26,1,0,1,274
2820,29,29,2.22,41960.36,14,22,1,0,9,672
3784,36,35,2.09,40271.61,8,12,1,1,6,1969
5573,0,46,0.84,47258.01,14,95,0,0,10,2403
3440,36,0,1.07,54063.92,14,6,0,1,23,167
7460,30,44,0.69,36906.87,4,58,1,0,2,3114
7662,13,8,2.29,48170.8,12,38,0,0,0,2770
8524,36,47,2.96,22464.42,19,4,1,1,4,787
7068,40,29,3.47,24096.96,1,81,0,1,22,2204
7977,48,17,2.7,63031.86,20,70,0,0,19,3043
9433,43,23,0.59,26658.61,2,15,1,1,14,197
3871,41,35,2.54,38756.66,3,72,0,0,10,2240
8839,47,48,3.06,30437.6,19,90,0,0,10,1125
7929,17,3,3.12,27678.39,3,48,1,1,15,2187
8703,45,34,1.88,39814.98,18,38,1,1,21,801
8501,5,5,1.34,26616.7,13,23,1,0,3,1160
3424,31,9,2.72,41526.49,7,67,0,1,13,2247
8764,22,26,1.8,38925.99,15,95,0,1,6,120
4806,33,41,1.42,31516.9,11,53,1,1,15,2757
9986,28,29,0.29,61271.02,10,73,0,1,5,958
5720,49,3,0.5,26739.83,5,46,1,1,5,688
5673,11,11,2.13,15583.16,5,21,0,0,1,2383
5266,23,11,0.11,8051.97,7,72,0,1,11,1557
3663,34,19,2.55,21225.57,4,4,1,1,4,1341
9948,32,21,1.9,26103.77,10,61,1,0,18,1417
8847,2,8,0.28,25689.43,18,15,1,0,12,3474
6855,5,20,4.27,83825.44,2,78,0,0,8,122
8298,43,42,4.52,21268.38,3,66,1,0,15,2500
1918,42,23,1.35,30196.36,13,19,1,1,12,79
6756,19,28,4.98,35986.87,18,12,0,1,23,3321
3683,46,27,3.61,22947.56,14,18,0,0,6,1974
9606,21,4,0.47,31906.57,19,97,1,0,0,2646
7791,11,35,5.49,21848.04,15,91,0,0,5,1215
1691,19,37,1.6,5808.79,10,64,1,0,0,660
8742,7,41,1.98,50595.42,10,54,0,1,22,1032
5541,31,4,0.93,40215.34,20,96,1,1,18,3586
8799,44,7,0.71,36753.77,12,66,0,1,5,269
8553,44,8,0.58,39629.51,12,21,0,1,11,2636
6832,3,18,2.38,38644.0,10,68,0,0,20,3162
3738,34,20,1.6,25465.53,11,88,1,1,21,422
6761,9,0,3.85,47242.99,5,67,1,1,15,1423
3671,6,13,1.96,45002.13,5,65,0,0,17,2854
9612,34,45,0.93,47064.73,18,90,0,1,14,507
1284,30,22,3.06,26232.89,10,89,1,0,14,2172
6604,11,45,1.61,36789.88,10,4,0,0,4,2848
3053,13,8,3.23,40328.57,3,55,0,0,0,3132
4217,6,2,0.62,32027.95,17,76,0,1,3,207
1168,48,6,0.06,28905.96,4,78,0,0,5,1469
3384,47,17,0.2,7823.21,19,45,1,0,16,1020
2119,6,37,0.03,22381.39,1,68,0,0,9,3118
2616,13,32,1.75,60190.42,16,47,0,1,21,770
7219,27,13,2.05,28488.25,17,30,1,0,10,1938
3226,31,48,0.43,27632.5,12,91,1,0,2,2052
5646,29,38,2.12,37585.26,10,88,1,0,17,1220
8011,12,4,0.45,53348.17,16,87,1,0,0,2043
7494,28,33,0.46,16867.69,3,16,0,1,12,446
3764,4,23,2.59,29672.57,7,44,0,1,3,3462
9177,17,48,1.65,56201.52,19,76,1,1,11,2760
7626,31,32,3.78,17554.66,9,19,1,0,3,2034
3205,1,6,1.4,23628.56,2,9,1,0,5,2506
3502,19,39,8.03,28031.74,20,13,0,1,14,1232
9032,32,16,0.82,41837.62,18,44,0,0,13,1601
7165,28,29,2.52,39887.01,2,5,0,1,22,2043
6119,45,24,1.94,25488.62,16,98,0,1,21,2837
8697,30,35,3.61,34007.29,6,65,0,1,8,2450
6779,49,18,4.37,54896.04,11,8,0,0,4,1458
1440,48,40,3.98,50246.6,11,49,0,1,11,1717
5001,15,15,4.63,14572.29,10,76,0,0,9,1412
9821,20,2,0.57,66074.12,15,85,1,1,8,2880
1364,20,24,0.13,31143.0,19,50,1,0,15,2859
6504,31,32,3.67,6562.4,11,22,1,1,13,2065
2234,34,13,0.23,44378.45,10,34,0,1,18,3325
2506,45,37,4.38,38112.81,4,76,1,1,2,3311
7997,13,22,0.54,73091.15,3,84,1,1,13,2241
7788,25,16,9.54,38906.62,20,66,1,0,0,2910
4056,36,31,0.51,52669.74,7,85,1,1,20,3343
8106,36,46,0.28,42689.71,2,67,0,1,14,1014
5919,27,26,0.73,55673.08,11,9,0,1,8,2676
4868,25,15,0.19,49145.6,4,20,0,0,7,1931
8145,27,41,1.5,35826.39,2,26,0,1,4,1088
5551,42,35,0.11,39473.88,6,83,0,1,0,3550
6143,38,19,2.75,36988.78,3,53,1,0,12,996
9196,7,33,2.17,46178.3,19,100,1,1,2,2486
6134,21,37,2.29,44715.18,13,96,0,1,6,467
5498,28,26,4.53,25497.58,9,76,0,1,17,2895
6185,34,27,8.25,11400.08,16,88,0,1,4,1976
6049,1,41,2.71,55122.57,20,5,0,0,8,1605
6945,43,7,0.18,27580.44,18,31,1,1,0,1076
4857,19,13,0.2,34090.75,6,57,1,1,1,3578
9055,30,47,7.61,20124.42,14,43,1,0,5,2103
7895,38,46,10.82,26226.44,18,95,1,1,22,3151
4010,40,28,1.74,12495.58,5,1,1,0,20,1315
2815,10,15,2.12,47074.93,17,92,0,1,10,1989
3187,16,11,2.67,28417.64,19,42,1,0,2,1535
7182,36,14,0.67,35086.77,1,3,0,0,14,1102
3764,3,25,0.74,54784.33,20,55,1,0,2,726
2922,0,45,2.22,19631.87,17,56,1,1,3,2952
5361,18,47,0.95,13889.41,16,49,0,1,6,912
5636,46,43,0.08,33511.46,7,54,0,1,4,1218
4858,39,28,1.12,37188.04,8,48,1,0,0,575
7513,43,13,2.9,11597.71,13,91,1,1,2,2311
6453,15,30,1.1,45956.77,12,78,0,0,8,2568
7466,42,23,5.77,28564.31,5,72,0,0,8,2093
6557,29,8,2.93,30122.66,3,41,1,0,8,1313
3095,31,17,1.35,30849.82,12,56,1,1,19,2147
3703,20,47,2.0,31560.72,16,98,0,1,1,638
4000,2,30,1.09,39380.69,9,21,1,1,3,197
8949,29,31,1.85,40792.93,4,93,0,0,11,864
3959,10,47,2.14,55284.88,17,35,0,0,16,769
2258,15,49,2.02,22697.06,16,87,0,1,0,2820
2998,25,23,0.23,23980.58,19,14,1,0,0,1915
8861,29,40,0.6,44975.13,9,77,0,1,1,2579
6323,46,46,0.21,44000.03,19,17,0,0,20,1353
2158,35,38,0.34,85191.22,13,12,1,1,5,3187
2461,1,13,5.6,39019.13,6,50,1,1,20,661
9042,27,47,5.98,49458.26,10,88,0,1,21,3438
4274,31,28,0.41,27270.75,13,61,1,1,2,3351
4053,27,40,0.03,36497.15,14,12,0,1,14,948
3540,31,33,2.12,14305.53,17,11,1,1,13,3313
3434,8,43,0.28,16951.14,10,32,1,1,18,2286
1738,32,6,0.63,11486.56,17,55,1,0,14,2980
5151,22,16,1.48,12126.87,19,11,0,0,23,1925
3985,25,2,0.18,28344.3,3,54,1,1,18,3132
5342,21,11,0.51,24711.93,7,24,0,1,21,1806
1095,25,7,0.04,49005.1,1,22,1,1,22,3588
8974,19,39,6.27,24135.06,20,47,1,1,2,583
2833,1,44,0.18,10932.8,7,4,0,1,20,2691
9824,12,5,2.74,41838.33,10,99,1,0,15,119
3497,47,44,5.39,17676.86,15,63,1,0,14,1023
7418,3,21,0.47,37717.92,1,14,1,1,15,2470
5764,2,31,4.04,66340.19,13,63,1,0,22,2193
6174,35,4,3.8,59801.77,9,83,1,1,3,2580
6681,28,44,2.95,23634.9,14,3,0,1,23,1952
4802,32,14,0.88,19733.98,19,88,1,1,4,2991
7829,43,41,1.44,29227.26,12,61,0,0,9,2762
3839,12,10,4.39,53201.12,20,63,0,1,15,991
1770,1,22,2.4,15559.36,9,46,0,0,16,3334
8055,7,39,2.39,39415.52,8,16,0,1,8,3244
1764,49,35,1.38,21291.62,9,20,0,0,14,3477
2734,50,39,2.14,46848.67,20,14,0,0,5,513
6925,10,46,1.05,30053.63,10,91,1,1,23,661
6482,8,7,5.39,18014.03,7,57,1,0,7,1428
3805,5,17,0.22,60095.0,12,92,1,1,20,1035
9677,26,50,7.98,61826.27,8,18,1,1,13,3521
6927,1,28,1.22,41884.27,5,99,0,0,2,1319
3692,27,3,1.33,48929.78,13,98,0,0,18,2617
9516,18,26,1.99,56818.31,13,88,1,1,11,3417
9647,39,9,1.73,31660.22,13,58,0,1,22,3355
7627,49,12,0.67,22875.12,10,11,0,1,12,2161
5651,13,5,1.87,48714.66,17,71,1,1,20,125
9846,37,16,0.3,23599.23,8,100,1,1,16,3028
7110,16,40,0.9,27587.0,17,46,0,0,20,1868
1085,29,21,1.65,21238.45,8,96,0,1,9,2761
3293,45,24,0.32,45399.82,17,95,0,0,10,2415
6919,29,6,17.09,56671.87,5,92,1,1,2,284
3130,30,13,3.86,36356.3,15,10,1,1,18,2155
5320,37,31,0.6,47255.9,14,57,1,1,5,2101
8499,8,45,2.12,54073.28,17,68,0,0,14,163
7051,7,38,2.52,31402.11,14,15,0,1,18,194
2929,23,19,1.15,5590.25,12,39,1,1,0,612
7910,3,19,2.22,46282.43,10,28,0,1,0,2272
1732,26,30,1.64,20163.55,19,40,1,1,12,3447
3175,48,8,0.12,43642.56,17,82,1,1,21,640
6328,5,39,2.48,39386.76,20,53,1,0,12,2245
8259,47,17,1.36,47586.49,3,22,0,1,17,537
2395,12,39,0.02,28265.38,18,74,0,0,15,106
9713,11,1,1.48,73655.2,9,27,0,1,2,2515
1737,31,1,4.02,35100.55,11,56,0,1,0,1329
2491,7,6,6.19,12467.24,18,22,1,0,5,3176
6026,26,43,2.21,50526.81,6,8,1,0,0,1250
6243,9,26,2.1,40124.2,11,34,1,0,1,1011
4874,31,32,4.61,41486.22,17,50,0,1,1,1933
2072,30,1,0.53,28694.79,14,82,0,0,8,2430
5035,48,35,1.49,32607.69,5,39,1,1,2,2079
3332,23,34,5.01,31150.41,6,32,1,1,1,3358
5739,41,10,3.69,22915.53,1,8,1,1,19,3468
6757,40,13,3.24,26846.12,19,66,1,0,5,2336
2469,25,44,4.29,35084.52,4,18,1,1,6,2097
6215,43,21,0.14,15517.14,9,97,1,1,7,1347
8533,38,21,1.26,70275.17,1,89,0,0,19,47
3843,26,35,2.04,14274.34,16,98,1,0,20,347
8293,43,7,1.9,28647.89,12,49,1,1,5,541
4161,28,0,0.05,22212.3,8,96,0,1,21,814
5967,45,14,1.25,45006.73,8,64,1,0,8,2913
4425,0,12,2.12,70879.71,13,15,1,1,5,823
3875,4,37,5.02,20796.48,5,96,0,0,8,3534
9570,46,50,0.44,28168.71,9,25,0,1,21,3647
7997,41,43,0.24,20329.77,2,42,1,1,8,2815
9119,23,33,3.23,34971.65,2,93,0,0,8,2210
1084,25,12,18.99,61710.8,11,11,0,0,22,334
4225,10,21,0.2,34890.44,10,9,0,0,15,3339
6477,16,15,2.61,28781.1,4,61,0,1,1,2158
2194,49,38,2.31,21078.69,20,57,0,1,18,380
1546,24,20,0.67,65859.86,3,17,0,1,1,2531
2077,6,43,5.74,51760.64,2,72,0,1,12,422
7735,14,38,0.59,71204.66,20,2,1,1,14,3634
2659,21,41,0.97,20223.74,1,59,1,0,3,80
2106,37,50,0.51,41822.31,7,74,0,1,11,2001
8284,11,15,1.23,24002.6,5,6,0,0,9,1815
6861,19,37,1.87,27001.52,18,100,0,0,15,2501
7042,0,33,0.71,22229.02,19,85,0,0,7,3385
1894,27,22,0.32,16512.9,7,26,0,0,10,2765
8657,38,44,0.16,19424.91,11,75,1,1,13,694
1691,31,14,2.33,51092.48,1,82,0,0,14,903
6431,47,24,0.28,22977.03,7,52,0,0,11,332
2887,9,18,0.34,7403.42,15,25,1,0,0,840
4587,16,46,0.64,37302.14,6,44,0,0,6,751
2657,1,43,1.54,61095.09,5,49,0,1,6,1898
7100,42,10,3.87,31984.1,17,80,1,0,3,3645
4107,12,34,1.88,11044.95,13,89,1,1,19,2635
1756,48,39,0.82,37622.27,19,25,1,0,10,248
5588,8,32,4.01,47149.09,19,63,0,0,15,2548
9333,24,48,1.49,16023.67,17,48,1,1,5,2948
8918,45,31,0.2,7763.74,16,35,1,0,6,861
4840,25,13,4.1,56788.71,10,55,1,0,11,2285
2376,18,28,3.01,18227.4,17,46,0,0,14,2574
8391,29,27,1.5,36913.26,14,48,1,1,8,131
4830,16,41,4.49,39501.47,3,46,0,1,16,2269
5528,14,6,0.44,49780.73,4,10,1,0,17,1397
6394,16,19,11.84,47523.13,9,25,0,1,0,1184
7616,25,37,2.08,9751.52,1,61,0,1,7,2992
8773,14,33,10.67,28308.71,19,71,1,1,10,1312
8025,49,44,1.46,50167.6,14,27,1,1,17,1564
3102,19,47,2.35,40298.02,1,64,1,1,7,1773
7608,48,49,1.98,21295.35,18,39,1,0,18,599
6410,36,40,0.77,18248.67,20,78,1,1,6,290
4085,30,6,1.79,40876.19,11,73,1,1,2,457
3910,2,44,6.38,13014.52,20,63,0,0,6,1610
4818,18,42,2.63,31983.04,17,9,1,0,11,75
7731,25,10,0.9,32759.2,4,17,1,1,23,1623
4382,8,13,0.45,66189.28,10,56,1,0,19,1301
9232,45,43,0.58,58229.25,15,36,0,0,4,292
5044,33,21,4.61,46446.46,19,63,1,1,18,3049
8476,22,44,1.47,54911.35,10,51,0,1,7,2560
8501,24,42,1.0,21786.34,6,90,0,1,22,1011
3587,17,40,0.09,17065.57,18,38,0,0,15,3150
7041,4,48,0.39,55013.65,4,65,1,1,14,1065
1731,29,1,0.06,10464.87,3,82,1,1,10,3535
1618,0,16,0.92,52887.51,4,91,0,1,21,2015
2352,35,42,0.39,56074.58,8,92,1,0,15,3477
1295,38,6,0.96,38584.08,6,38,0,1,5,2780
5476,9,28,5.87,24958.77,12,23,0,0,21,915
1782,40,33,2.73,20277.95,4,50,1,1,1,49
7183,49,12,2.12,55754.46,8,48,0,0,2,1757
1238,21,12,0.53,15330.92,3,29,0,0,23,210
2764,20,20,2.64,42618.9,18,81,0,0,17,1782
4502,6,22,1.38,49585.29,11,23,0,1,20,79
8516,14,4,0.74,43210.08,9,84,1,0,2,1713
9185,6,45,2.53,31093.19,18,73,0,1,3,1358
7366,43,49,0.8,38482.24,5,43,0,1,21,306
8354,24,32,3.12,31027.67,8,65,0,0,0,3138
6060,15,47,1.49,28391.93,14,97,0,0,1,1564
4309,9,24,0.49,60993.06,7,83,0,0,23,1847
6385,8,17,0.15,90775.37,11,83,0,1,20,3104
6427,21,15,4.65,15760.47,7,70,0,0,21,2520
9543,20,11,0.81,21833.14,15,81,0,0,15,818
3318,13,8,0.06,26176.5,3,23,0,0,16,1775
6103,10,46,4.55,43093.92,7,32,1,0,19,1271
8344,40,12,4.63,43681.02,9,62,0,1,12,717
7925,32,39,0.59,15424.71,14,98,0,1,0,1780
5918,38,34,0.88,15446.74,5,71,0,1,12,1282
7146,35,38,0.37,34082.37,16,10,1,0,22,831
4106,0,0,0.26,30715.96,17,94,1,1,12,1646
7113,24,31,1.53,39079.0,10,83,0,1,1,1606
3660,12,48,6.83,38043.06,14,33,1,1,20,2882
7313,27,47,4.49,10170.34,8,32,1,0,11,2924
3422,16,38,2.65,19692.61,15,88,0,1,7,2398
3644,0,7,1.32,57665.11,3,83,1,1,22,359
4093,27,10,0.06,13165.58,14,33,1,1,18,3036
2456,6,40,1.91,36028.77,19,100,1,0,8,3094
6047,0,10,0.59,8952.03,16,1,0,0,22,2180
5724,46,27,2.59,25247.3,6,23,1,0,22,841
9234,7,28,1.5,44868.76,19,28,0,0,1,3344
5249,26,28,3.23,11054.76,20,14,0,0,9,1577
2052,21,1,3.09,41064.94,19,31,1,1,21,68
1118,42,37,0.42,26845.69,2,13,0,0,12,2160
5355,31,30,0.32,29631.03,11,78,1,1,11,1435
4925,23,42,3.57,33542.69,13,49,0,1,10,42
7583,46,8,1.68,26449.4,1,78,0,1,22,1539
8785,32,26,1.53,62483.65,7,1,1,0,20,3607
6333,43,28,2.79,52122.04,8,78,1,1,23,3282
8010,30,42,2.74,37813.57,4,94,1,1,19,2946
9520,36,50,0.56,18769.21,17,5,0,1,2,3439
9990,29,10,1.41,33914.99,15,15,1,0,7,728
2465,6,27,2.64,43415.3,1,21,1,1,8,2975
8803,42,7,2.55,30620.05,5,69,1,0,22,3601
2059,41,21,0.01,26010.88,13,92,1,1,7,1091
2436,7,5,1.29,21565.79,11,95,0,0,18,551
7229,36,47,2.98,26864.39,1,40,0,0,12,1339
3069,33,42,0.93,55822.54,20,76,0,0,12,2234
6176,9,18,1.44,26088.68,8,64,1,0,19,627
1562,38,20,1.25,56907.0,10,65,0,1,22,1989
4534,31,18,4.46,78944.12,13,8,1,0,22,3503
4687,44,47,1.88,35888.69,2,100,0,1,23,1255
3608,1,35,3.65,34744.84,13,44,1,1,11,1631
5637,18,44,1.65,56548.71,7,90,1,0,4,3111
1886,45,19,0.33,20773.22,15,84,0,0,14,1222
4436,13,47,1.23,48801.65,7,95,0,1,23,447
3418,24,27,0.35,20536.18,6,8,0,1,15,244
9444,41,21,1.1,39993.98,19,56,0,1,7,516
9005,19,44,9.16,91297.91,20,23,1,0,14,1595
