account_id,incoming_txns,outgoing_txns,time_between_txns,txn_amount_variance,unique_counterparties,txn_frequency,round_number_flag,reversal_flag,hour_of_day,account_age_days,label,reconstruction_error,intent_score,IAI,reconstruction_error_scaled,CCR,CCR_grade
5609,31,38,3.67,76052.67,16,37,0,0,13,3644,0,0.04214917865023557,0,0.02528950719014134,0.381526372755237,0.6184736272447631,B
6992,48,25,0.44,67837.65,12,6,1,0,18,827,1,0.032751413715106585,1,0.41965084822906396,0.2910885739536316,0.7089114260463685,B
5728,4,24,3.49,15548.29,17,58,1,0,4,1643,1,0.01658183639446871,1,0.40994910183668126,0.1354833858557044,0.8645166141442956,A
6555,35,23,0.5,32504.87,5,26,1,0,1,591,1,0.02622713681918443,1,0.4157362820915107,0.22830330050698605,0.7716966994930139,A
8761,33,29,0.69,46145.35,5,78,0,1,19,695,0,0.018458911717901302,1,0.4110753470307408,0.15354710224017104,0.8464528977598289,A
5902,37,21,0.46,109642.94,17,66,1,1,15,1538,0,0.06877134970506892,2,0.8412628098230414,0.6377203259067047,0.3622796740932953,C
2795,26,37,2.58,24972.01,10,93,0,1,8,3236,0,0.032289004307311006,1,0.4193734025843866,0.28663865535332006,0.71336134464668,B
4728,46,3,0.98,10708.6,19,62,0,1,4,1022,1,0.0716514993608355,1,0.4429908996165013,0.6654369582000996,0.3345630417999004,C
2800,12,1,5.88,29102.71,15,41,1,0,13,1710,0,0.020557595059090952,1,0.4123345570354546,0.1737434258414684,0.8262565741585316,A
8726,47,46,0.41,58422.43,2,91,0,0,17,2742,0,0.045636804722165865,0,0.027382082833299518,0.41508895142853897,0.584911048571461,B
7173,20,11,2.83,31457.57,15,69,1,1,21,2664,1,0.02969771265354347,2,0.8178186275921261,0.2617017991074587,0.7382982008925413,B
5331,39,30,2.66,63228.17,7,32,1,1,7,3188,0,0.025511458877053153,2,0.8153068753262319,0.22141609507207727,0.7785839049279227,A
4396,44,45,2.14,14452.22,16,41,1,1,17,1208,1,0.00954372560462474,2,0.8057262353627749,0.06775331897820375,0.9322466810217962,A
9899,24,25,1.68,48401.67,12,99,0,1,1,2955,1,0.012502012749240616,1,0.4075012076495444,0.0962218941584654,0.9037781058415346,A
8247,41,16,0.86,26813.06,16,28,0,1,17,592,1,0.03844648714704961,1,0.4230678922882298,0.3458941483379373,0.6541058516620627,B
4920,15,3,0.72,30379.27,17,29,0,0,3,1382,0,0.039873027056361934,0,0.02392381623381716,0.35962221348868345,0.6403777865113165,B
2647,43,49,1.9,45810.1,5,1,0,1,20,1985,0,0.05733696821359586,1,0.4344021809281575,0.5276834926931862,0.47231650730681385,C
5706,20,18,2.25,13683.32,2,99,0,0,17,747,0,0.05123292418168379,0,0.030739754509010273,0.46894225902275416,0.5310577409772459,B
3880,2,25,4.35,33696.82,16,24,1,0,0,2356,0,0.013570731154301952,1,0.4081424386925812,0.10650652468068895,0.893493475319311,A
6489,18,29,0.95,37428.31,18,68,1,0,16,1147,0,0.019273928948275794,1,0.4115643573689655,0.1613902824866706,0.8386097175133294,A
2845,21,10,5.87,32198.37,15,83,1,0,0,3268,0,0.04366410080817051,1,0.42619846048490234,0.39610496950298946,0.6038950304970105,B
4164,11,39,1.08,21746.66,13,55,1,0,12,420,0,0.01665136760654208,1,0.4099908205639253,0.13615250769598558,0.8638474923040145,A
3303,30,20,1.71,8032.01,8,1,1,1,7,3117,1,0.03864306909999453,2,0.8231858414599967,0.34778592145965087,0.6522140785403492,B
6400,19,37,4.69,26468.95,19,2,1,1,22,284,0,0.04241982964306362,2,0.8254518977858383,0.384130936734417,0.615869063265583,B
8625,19,10,2.79,43769.38,13,88,1,0,20,1535,1,0.04669194022835881,1,0.4280151641370153,0.4252428692245472,0.5747571307754529,B
4590,8,30,1.05,17562.17,5,59,1,1,22,1958,0,0.02878485927191563,2,0.8172709155631495,0.25291710923354765,0.7470828907664524,B
4578,48,15,2.24,27686.34,20,11,1,1,2,489,0,0.07343069169075767,2,0.8440584150144547,0.6825587141786293,0.31744128582137066,C
9972,32,12,1.93,46379.5,19,69,0,0,10,1839,0,0.03345016524932116,0,0.020070099149592693,0.29781289096941393,0.702187109030586,B
4365,45,37,4.01,49899.37,16,12,1,0,14,2132,1,0.026446895858144668,1,0.4158681375148868,0.23041811438959642,0.7695818856104035,A
1945,35,29,2.75,51549.13,10,93,0,1,8,3084,1,0.0416003091672138,1,0.4249601855003283,0.37624442026796906,0.6237555797320309,B
2196,2,27,6.72,36909.64,12,90,0,0,2,159,1,0.061418904061536675,0,0.036851342436922,0.5669653108154081,0.43303468918459187,C
3948,49,8,4.61,22271.92,14,48,1,1,12,358,1,0.031226320810814903,2,0.818735792486489,0.2764121007513154,0.7235878992486846,B
9835,8,41,0.84,22423.05,12,16,0,1,16,3011,0,0.0398807322007872,1,0.42392843932047236,0.359696362640751,0.640303637359249,B
1056,48,1,0.96,60726.32,10,60,1,1,7,1916,1,0.048790999024681134,2,0.8292745994148087,0.4454428059547089,0.5545571940452911,B
5516,12,46,2.29,27426.49,4,5,1,0,7,305,0,0.06856062572786507,1,0.4411363754367191,0.6356924594103,0.36430754058970005,C
1550,28,38,0.67,53410.75,2,32,0,1,14,2240,0,0.04684785406519591,1,0.4281087124391176,0.4267432796203799,0.5732567203796202,B
1924,8,32,0.08,38798.76,10,30,1,1,7,3619,1,0.02526908896219063,2,0.8151614533773144,0.21908368925567256,0.7809163107443274,A
9540,14,26,1.63,35145.31,10,36,0,0,20,1779,1,0.014652755692836616,0,0.00879165341570197,0.11691920452423461,0.8830807954757653,A
1768,22,41,0.95,23540.81,13,68,1,1,13,1258,1,0.006709141610583138,2,0.80402548496635,0.04047518011125548,0.9595248198887445,A
9813,30,15,0.13,46665.5,8,39,0,1,1,1720,1,0.01736113864569956,1,0.41041668318741975,0.14298286905079954,0.8570171309492005,A
9683,8,24,1.61,33093.69,8,33,0,1,20,1872,1,0.022049590882121547,1,0.41322975452927296,0.18810139488916144,0.8118986051108386,A
2514,34,46,1.81,56631.93,7,7,1,1,21,2499,1,0.042401847823203165,2,0.825441108693922,0.38395789173724454,0.6160421082627554,B
2192,12,48,3.32,28835.11,19,93,0,1,6,1271,1,0.012203429371108692,1,0.4073220576226652,0.09334852760126837,0.9066514723987317,A
1251,13,12,3.5,31093.0,4,96,1,0,22,2912,1,0.0824825192046547,1,0.4494895115227928,0.7696674428113933,0.23033255718860668,D
4921,35,20,1.7,26546.36,10,49,1,1,9,1503,0,0.002503198593028905,2,0.8015019191558174,0.0,1.0,A
9147,29,6,1.32,44237.04,16,98,1,0,11,1725,1,0.051840491931650995,1,0.4311042951589906,0.47478908433804645,0.5252109156619535,B
4625,47,9,0.7,33442.15,1,34,1,1,4,1381,1,0.01876853101918541,2,0.8112611186115113,0.15652667113425528,0.8434733288657448,A
5026,31,35,0.39,42581.34,11,33,1,1,14,3031,0,0.01558483175601824,2,0.809350899053611,0.12588888061761255,0.8741111193823874,A
3773,8,46,0.86,41510.59,18,63,0,0,16,3466,1,0.01693346753000557,0,0.010160080518003342,0.13886724851960136,0.8611327514803986,A
1794,48,0,0.12,68834.25,14,18,0,0,22,67,0,0.06923395684981623,0,0.041540374109889734,0.6421721473950731,0.3578278526049269,C
8471,23,3,1.8,65791.36,20,82,1,1,0,2209,0,0.053464699895727615,2,0.8320788199374366,0.49041937452737117,0.5095806254726288,B
1194,1,33,1.88,55975.44,9,69,1,0,16,1793,1,0.03482419715912334,1,0.42089451829547403,0.31103565428212177,0.6889643457178782,B
3937,6,6,1.6,46056.15,17,20,0,0,19,1063,0,0.019703707360790922,0,0.011822224416474554,0.16552618223183518,0.8344738177681648,A
5379,50,25,0.44,64981.85,3,48,1,1,18,2885,0,0.03130053548899585,2,0.8187803212933975,0.2771262931342686,0.7228737068657314,B
2320,41,41,2.21,16430.67,2,12,1,1,12,1979,0,0.046913512457113546,2,0.8281481074742681,0.427375132031977,0.572624867968023,B
1154,44,10,2.25,20356.5,3,64,1,1,18,2193,0,0.03148481756447512,2,0.8188908905386851,0.2788997004688827,0.7211002995311173,B
4764,13,44,1.0,47021.9,19,61,1,0,2,1178,1,0.0075015065903805,1,0.40450090395422833,0.04810037026178657,0.9518996297382134,A
1539,11,20,3.06,6150.79,1,27,0,1,2,695,0,0.08560366844785988,1,0.45136220106871594,0.7997032938073726,0.2002967061926274,D
7375,43,34,3.31,32472.41,11,50,0,0,16,249,1,0.01280776546402151,0,0.0076846592784129055,0.09916425361236458,0.9008357463876354,A
4803,4,21,3.95,27615.09,20,99,1,1,0,1149,0,0.04564487900752967,2,0.8273869274045178,0.4151666529458933,0.5848333470541067,B
8381,31,14,1.29,46958.96,12,71,1,1,5,2429,0,0.011004076781506679,2,0.8066024460689041,0.08180676113452469,0.9181932388654753,A
2404,49,39,3.65,18701.28,10,32,0,0,8,1586,0,0.03490676838512576,0,0.020944061031075458,0.31183026448737333,0.6881697355126266,B
3527,47,24,2.99,38524.28,11,47,0,0,0,1851,0,0.030557496023453822,0,0.01833449761407229,0.2699757787140631,0.7300242212859369,B
5419,6,8,8.12,47607.53,3,24,1,1,17,2128,1,0.01594768772196004,2,0.809568612633176,0.12938076353534128,0.8706192364646588,A
1430,5,22,1.44,27102.36,18,12,1,1,0,1724,1,0.0329833632716111,2,0.8197900179629667,0.2933207012166646,0.7066792987833355,B
2387,46,35,0.25,55343.65,8,74,0,1,5,1131,0,0.022548094306810876,1,0.41352885658408656,0.1928986581464538,0.8071013418535462,A
9079,9,4,0.02,29528.27,6,56,1,1,9,3235,0,0.016840367000062344,2,0.8101042202000375,0.13797131134161822,0.8620286886583818,A
5123,15,46,0.74,26249.53,16,77,0,1,3,1277,1,0.006494604354798556,1,0.40389676261287916,0.0384106171744269,0.961589382825573,A
7483,21,39,0.26,18198.7,13,43,1,1,13,2464,0,0.015445736002620874,2,0.8092674416015726,0.1245503161986531,0.8754496838013469,A
6253,38,44,1.0,32322.46,7,62,1,0,12,1223,0,0.012224471419994437,1,0.4073346828519967,0.09355102219404,0.90644897780596,A
9044,36,50,0.08,26145.16,8,42,1,1,12,496,0,0.03697494224094606,2,0.8221849653445676,0.33173298522475353,0.6682670147752465,B
4273,37,34,4.37,31034.47,6,88,0,1,22,1825,1,0.015952040690823985,1,0.4095712244144944,0.12942265359377803,0.870577346406222,A
2133,50,50,0.71,31464.57,14,87,1,0,20,1021,1,0.014926408285873204,1,0.40895584497152393,0.11955265389452797,0.880447346105472,A
3525,45,27,0.55,18854.04,13,10,1,1,18,2218,1,0.022356305518679027,2,0.8134137833112075,0.19105301123432084,0.8089469887656792,A
7853,34,2,0.36,32199.19,12,90,0,0,7,2752,0,0.023083741289922223,0,0.013850244773953333,0.19805336614582408,0.8019466338541759,A
1725,36,41,0.84,41768.48,13,97,1,1,3,433,0,0.02423131734247774,2,0.8145387904054867,0.20909686987963305,0.790903130120367,A
9366,47,33,1.95,31102.92,18,75,0,1,11,1926,1,0.02738880696267799,1,0.41643328417760683,0.239482436337293,0.7605175636627071,A
9199,9,22,0.46,33173.54,1,62,0,1,13,505,1,0.05051830718945682,1,0.4303109843136741,0.4620652634595166,0.5379347365404834,B
3321,22,19,0.0,43273.39,11,59,0,1,11,429,1,0.022287427702350295,1,0.4133724566214102,0.19039017723729812,0.8096098227627019,A
8412,20,4,0.79,42808.62,10,6,0,0,10,477,1,0.04319529351662985,0,0.025917176109977912,0.3915934819523065,0.6084065180476935,B
3692,47,15,0.44,32911.88,17,23,0,1,17,1922,0,0.04083010785291061,1,0.4244980647117464,0.36883251839763054,0.6311674816023695,B
7636,40,11,1.84,21395.02,6,82,1,1,0,3647,1,0.018385092655976168,2,0.8110310555935858,0.15283671700323526,0.8471632829967648,A
8037,24,0,0.81,40288.07,7,27,1,0,18,3304,0,0.0053272433522503606,1,0.40319634601135024,0.027176716326081714,0.9728232836739182,A
4063,23,20,0.79,40772.54,7,59,0,1,21,2191,1,0.007485941288843067,1,0.4044915647733059,0.04795058021931947,0.9520494197806806,A
6134,38,24,3.63,31346.33,20,51,0,1,11,2558,0,0.034218280444964826,1,0.4205309682669789,0.3052047174302366,0.6947952825697634,B
5873,39,37,0.81,59298.01,3,87,0,1,3,1280,1,0.017088943558172354,1,0.41025336613490343,0.14036344573786336,0.8596365542621367,A
7116,44,9,0.12,40973.07,17,50,1,0,18,1762,1,0.023192634404161482,1,0.4139155806424969,0.19910128058339827,0.8008987194166017,A
9804,44,41,5.39,22227.07,6,72,0,1,9,796,1,0.017446046104675206,1,0.41046762766280515,0.1437999615982936,0.8562000384017063,A
8389,39,3,2.26,27054.14,12,2,1,0,6,2330,1,0.020837800775616148,1,0.4125026804653697,0.17643993808550634,0.8235600619144936,A
9109,26,43,1.67,24883.03,16,54,1,1,5,2345,0,0.018793037526963517,2,0.8112758225161781,0.1567625053602723,0.8432374946397276,A
4613,18,2,0.46,26002.76,9,29,1,0,14,3071,1,0.0098116102213453,1,0.4058869661328072,0.0703312612055581,0.9296687387944419,A
9115,35,32,1.87,34728.15,4,74,0,1,17,2250,0,0.013616352544217437,1,0.4081698115265305,0.10694555439793622,0.8930544456020638,A
1681,48,46,2.42,50698.43,15,70,0,1,3,3107,0,0.04960034283932549,1,0.4297602057035953,0.45323138904604854,0.5467686109539515,B
1528,28,16,1.29,12832.4,12,12,1,0,7,3350,0,0.04117390146472295,1,0.4247043408788338,0.37214095797969965,0.6278590420203003,B
6744,45,39,7.14,34555.16,14,22,0,0,6,2365,0,0.035106992675040416,0,0.02106419560502425,0.31375708902187605,0.686242910978124,B
5605,38,34,0.84,21015.88,6,42,1,1,18,3544,1,0.03301333346328175,2,0.8198080000779691,0.29360911427903263,0.7063908857209673,B
2560,8,48,3.06,45787.58,14,8,1,0,22,1052,0,0.014004988781215198,1,0.40840299326872914,0.11068552938680142,0.8893144706131986,A
6277,15,48,6.38,32360.28,13,63,0,1,20,1566,0,0.014055014686966466,1,0.4084330088121799,0.11116694521603647,0.8888330547839636,A
2525,25,32,0.82,49350.52,9,89,1,1,15,2413,0,0.028025055534199757,2,0.8168150333205199,0.2456052666800701,0.7543947333199299,A
2526,46,29,1.38,42556.24,12,9,1,0,13,2056,1,0.024830982538511813,1,0.4148985895231071,0.21486764630590155,0.7851323536940984,A
5646,21,35,1.32,60929.09,19,17,1,1,21,218,1,0.03553000703795763,2,0.8213180042227746,0.31782789608161566,0.6821721039183843,B
8529,1,7,1.68,23872.03,6,57,1,0,13,2850,1,0.025145087126819232,1,0.41508705227609155,0.21789037859981347,0.7821096214001866,A
5945,10,17,2.33,29954.36,3,84,1,1,2,2751,1,0.025613575453658898,2,0.8153681452721954,0.2223987966477315,0.7776012033522686,A
3711,3,25,2.52,24856.42,10,93,0,1,20,2912,0,0.033901456919397194,1,0.42034087415163834,0.3021558199042093,0.6978441800957906,B
4496,30,4,0.68,26470.99,5,76,0,1,0,2879,0,0.03477764705927661,1,0.420866588235566,0.31058768728218156,0.6894123127178184,B
2975,27,44,0.89,27979.88,5,62,0,0,12,3023,1,0.04172666690892142,0,0.02503600014535285,0.3774604025893466,0.6225395974106533,B
2690,20,23,2.36,54474.07,10,18,1,0,20,615,0,0.012908801750906545,1,0.407745281050544,0.1001365592029007,0.8998634407970993,A
1138,39,41,1.35,28456.53,6,57,1,0,20,1716,0,0.02716163951342637,1,0.41629698370805585,0.2372963288732835,0.7627036711267166,A
8248,13,5,3.6,71059.77,4,18,0,1,11,1318,0,0.02881400574799371,1,0.41728840344879625,0.2531975954084542,0.7468024045915458,B
5059,17,41,0.22,44694.41,3,32,1,0,21,871,1,0.042035160599893436,1,0.4252210963599361,0.3804291393632792,0.6195708606367207,B
9348,12,47,3.6,26124.84,13,38,0,0,15,491,1,0.039698960176495296,0,0.023819376105897176,0.3579471103585171,0.6420528896414829,B
2163,33,0,8.09,36259.16,12,41,0,1,18,1526,0,0.033623301326441576,1,0.420173980795865,0.299479036677037,0.700520963322963,B
3830,48,30,0.14,40992.51,3,3,0,0,8,193,1,0.07098135572509648,0,0.04258881343505789,0.6589879444489051,0.34101205555109493,C
7520,32,18,4.43,40535.02,17,99,1,1,22,367,1,0.06584077413934782,2,0.8395044644836087,0.6095184284113884,0.39048157158861163,C
9808,39,9,3.44,30471.99,9,11,1,0,16,3339,1,0.01809908664808293,1,0.41085945198884977,0.1500843866378297,0.8499156133621704,A
6353,25,37,0.1,54042.67,3,40,1,0,1,383,1,0.04621526716867522,1,0.42772916030120517,0.4206556867866605,0.5793443132133396,B
2900,29,39,2.26,36280.53,20,8,1,0,3,2929,1,0.03511920680987741,1,0.42107152408592646,0.3138746296793141,0.6861253703206859,B
1185,10,31,0.36,22467.18,12,67,1,0,11,3101,0,0.031831629561863896,1,0.41909897773711835,0.28223718697320954,0.7177628130267905,B
5403,46,7,2.81,31648.16,1,43,1,1,16,1107,1,0.006033569365496928,2,0.8036201416192982,0.033973925057655126,0.9660260749423448,A
2262,31,29,4.75,19392.48,17,47,0,1,18,1536,0,0.01877824902544529,1,0.4112669494152672,0.15662019072119432,0.8433798092788056,A
2685,36,43,0.37,31414.8,4,30,0,0,0,218,0,0.06833304960839111,0,0.04099982976503466,0.6335024191776376,0.3664975808223624,C
7274,9,11,2.32,40724.85,2,71,1,0,10,1734,1,0.03587853772775047,1,0.4215271226366503,0.32118192213113367,0.6788180778688664,B
6241,17,4,0.62,34075.26,19,48,0,0,5,3324,0,0.02796071481445247,0,0.01677642888867148,0.24498609466338078,0.7550139053366192,A
1752,25,4,4.81,26797.41,15,37,1,1,2,1900,0,0.036190767839786635,2,0.821714460703872,0.3241866157201994,0.6758133842798006,B
4287,18,36,1.99,27466.25,10,95,0,1,11,2050,0,0.013234955814090975,1,0.4079409734884546,0.10327524757702046,0.8967247524229796,A
4201,46,34,0.15,36826.06,8,20,0,1,0,2248,1,0.04513449919337905,1,0.42708069951602745,0.41025509926656933,0.5897449007334307,B
1157,21,0,0.2,23906.15,13,95,1,0,6,1005,1,0.07294286156973406,1,0.44376571694184047,0.6778641636510266,0.32213583634897336,C
1981,9,45,1.1,31251.79,9,12,0,0,16,2900,0,0.039346506826964806,0,0.023607904096178883,0.3545553352575417,0.6454446647424583,B
8511,47,5,1.19,67250.39,19,13,0,1,2,2355,1,0.0815847224797378,1,0.4489508334878427,0.7610276481226299,0.2389723518773701,D
3141,15,18,0.56,28939.47,9,41,1,1,10,1143,1,0.011255604524059147,2,0.8067533627144355,0.08422729575429914,0.9157727042457009,A
4321,8,49,1.04,47791.14,19,14,0,0,5,1938,1,0.02373151438051062,0,0.014238908628306372,0.20428710074549922,0.7957128992545008,A
2978,34,22,4.46,26982.98,7,58,1,1,8,400,1,0.017338693298566223,2,0.8104032159791398,0.14276687005507138,0.8572331299449286,A
5984,45,44,2.28,24187.26,20,6,0,1,4,2942,0,0.07563733547151573,1,0.44538240128290946,0.7037939767808081,0.29620602321919187,C
6828,25,32,2.96,25015.7,2,87,1,1,5,1686,0,0.02523635261895166,2,0.815141811571371,0.2187686566022935,0.7812313433977065,A
5093,6,29,0.03,65266.54,4,18,0,0,1,565,1,0.0669659290563691,0,0.040179557433821456,0.6203461661456916,0.3796538338543084,C
7563,23,43,6.56,24589.74,3,75,1,0,0,839,1,0.04460477274959689,1,0.42676286364975813,0.4051573665744499,0.5948426334255501,B
8265,8,5,1.08,22157.68,11,16,0,1,1,2380,0,0.02803734700102514,1,0.4168224082006151,0.24572355152879782,0.7542764484712021,A
7471,31,1,4.03,22138.34,13,88,1,0,11,796,0,0.04503121222063111,1,0.42701872733237867,0.40926113458191454,0.5907388654180854,B
8307,9,2,3.57,94421.63,20,80,0,1,15,3645,1,0.07196596509868905,1,0.44317957905921346,0.6684631659554874,0.3315368340445126,C
1999,5,17,0.73,55628.09,13,18,1,0,20,1050,0,0.01073124207531705,1,0.40643874524519025,0.07918118255974688,0.9208188174402532,A
9907,50,1,0.04,38211.97,13,92,1,1,17,1439,1,0.05236817348820221,2,0.8314209040929214,0.47986713840431805,0.520132861595682,B
9231,20,24,0.44,32467.9,9,24,0,1,19,150,1,0.041232822144861805,1,0.42473969328691713,0.37270797116341237,0.6272920288365876,B
5602,3,30,2.82,32283.54,17,46,0,0,3,2720,0,0.005825306422871382,0,0.0034951838537228288,0.03196974191059698,0.968030258089403,A
9743,50,47,1.73,12076.17,2,98,0,1,11,751,0,0.02313691494526177,1,0.4138821489671571,0.19856507380996963,0.8014349261900304,A
6210,47,44,0.31,65640.01,12,76,0,1,18,612,1,0.016926909186972594,1,0.4101561455121836,0.1388041354164558,0.8611958645835442,A
4084,31,34,0.29,15545.97,10,23,1,0,2,982,1,0.022610900332745595,1,0.4135665401996474,0.1935030612972264,0.8064969387027736,A
1326,33,30,2.1,35600.17,1,43,0,0,10,3316,0,0.07206974561502112,0,0.043241847369012675,0.6694618801732141,0.33053811982678594,C
6301,3,1,3.2,34733.68,5,76,0,0,16,327,1,0.054434395799710364,0,0.03266063747982622,0.49975107878561664,0.5002489212143834,B
7481,37,6,2.1,29223.61,11,39,1,0,5,3273,0,0.00953532769657007,1,0.40572119661794204,0.067672503132708,0.932327496867292,A
8982,41,20,1.93,6784.62,6,91,1,0,21,3366,1,0.055357527478364706,1,0.43321451648701886,0.5086346801097418,0.4913653198902582,C
6026,46,44,1.59,33165.09,10,17,0,0,22,1633,0,0.02115785477677048,0,0.012694712866062288,0.17951992354607554,0.8204800764539244,A
1530,11,38,6.8,13043.84,11,79,0,0,15,1386,0,0.02932907639029316,0,0.017597445834175895,0.25815429047780714,0.7418457095221929,B
4899,22,20,3.01,65348.56,6,82,0,1,14,1116,0,0.01917017826694611,1,0.4115021069601677,0.16039185538103512,0.8396081446189649,A
2110,22,16,2.09,67292.15,4,93,0,0,12,3030,1,0.0642942305837544,0,0.03857653835025264,0.5946355285001705,0.40536447149982946,C
3725,26,31,0.42,42025.47,13,45,1,0,15,2696,1,0.008759806381646907,1,0.40525588382898814,0.060209405137651065,0.939790594862349,A
4695,10,28,5.07,33978.3,3,5,1,0,10,458,0,0.05220557815965909,1,0.4313233468957955,0.4783024298049471,0.5216975701950529,B
3787,24,10,3.55,52942.77,3,71,0,1,19,2007,1,0.019843787818406858,1,0.41190627269104413,0.16687422278502578,0.8331257772149743,A
8066,41,10,2.77,29567.47,20,56,0,0,3,871,0,0.0498719094474459,0,0.029923145668467536,0.4558447642938825,0.5441552357061175,B
7705,44,35,0.87,24507.29,18,34,1,1,7,233,0,0.03943942103960542,2,0.8236636526237633,0.35544947944252664,0.6445505205574733,B
9043,9,3,5.9,70693.11,12,1,1,0,9,2590,1,0.021792107485211785,1,0.4130752644911271,0.1856235470386119,0.8143764529613882,A
4271,6,1,1.32,61991.73,7,22,1,0,15,1293,1,0.017765174280080145,1,0.4106591045680481,0.1468710375316053,0.8531289624683946,A
8715,31,42,1.54,18072.6,9,12,1,0,11,1543,0,0.03191807497594898,1,0.4191508449855694,0.2830690797711582,0.7169309202288419,B
1731,16,28,0.97,41150.77,15,34,0,1,18,649,1,0.02110211381658223,1,0.41266126828994937,0.1789835098586391,0.8210164901413609,A
2584,5,42,0.18,13659.76,12,70,1,0,17,3473,1,0.03982578305267555,1,0.42389546983160536,0.3591675688226948,0.6408324311773053,B
9561,26,34,0.41,27211.61,16,74,0,1,9,1647,0,0.018043532551651212,1,0.41082611953099074,0.14954977120209811,0.8504502287979019,A
1568,32,36,1.64,74053.14,17,74,0,0,14,714,0,0.03146733076961551,0,0.018880398461769306,0.278731419260945,0.721268580739055,B
4157,8,2,1.64,26253.82,14,11,1,0,20,3446,1,0.012473679283789113,1,0.4074842075702735,0.09594923185359365,0.9040507681464064,A
6238,46,4,0.1,27209.31,3,50,1,1,8,1906,0,0.00592044347657418,2,0.8035522660859445,0.03288527722997802,0.967114722770022,A
1202,50,44,0.91,19869.66,20,76,1,0,13,637,0,0.016614960010904792,1,0.4099689760065429,0.1358021453670889,0.8641978546329111,A
2641,6,36,1.04,56665.74,4,37,1,1,8,2712,1,0.03204508623204978,2,0.8192270517392299,0.28429135107758835,0.7157086489224116,B
8750,2,11,4.75,22646.8,9,52,0,1,1,3630,0,0.015161657073075395,1,0.40909699424384527,0.12181653074526573,0.8781834692547342,A
4892,3,47,4.0,37007.47,16,35,1,0,10,1303,0,0.010388614570884873,1,0.40623316874253096,0.07588396481450349,0.9241160351854965,A
9054,44,43,0.81,24334.41,4,30,0,1,23,3200,1,0.049075837465723963,1,0.4294455024794344,0.4481839004383241,0.5518160995616759,B
5414,46,26,0.74,37646.71,20,83,0,0,14,3404,1,0.04920905417395469,0,0.029525432504372815,0.44946588886207667,0.5505341111379234,B
8937,48,33,1.69,47718.15,12,8,0,0,9,1682,0,0.037719766944893554,0,0.022631860166936132,0.33890067958432146,0.6610993204156785,B
9589,36,1,0.69,20218.28,6,25,0,0,7,1899,0,0.01610710416029741,0,0.009664262496178447,0.130914880623345,0.869085119376655,A
6904,45,12,0.54,39711.74,9,48,1,1,20,2820,1,0.0137271940561449,2,0.808236316433687,0.10801221891058975,0.8919877810894102,A
7102,31,38,0.67,47044.78,15,23,1,1,11,3461,1,0.03128759500933637,2,0.8187725570056019,0.27700176262047965,0.7229982373795203,B
2480,18,1,5.58,33930.51,13,7,0,0,7,952,1,0.05476399099781024,0,0.03285839459868614,0.5029228823386412,0.49707711766135876,C
5408,41,26,1.25,37840.55,17,3,0,1,4,739,1,0.06591526997758852,1,0.43954916198655314,0.6102353264905461,0.3897646735094539,C
1138,14,16,2.25,15715.02,20,40,1,1,12,1910,0,0.028732516379213847,2,0.8172395098275284,0.25241339627290926,0.7475866037270907,B
8646,19,43,5.36,31448.42,17,80,1,0,0,2743,1,0.013696125234710844,1,0.4082176751408265,0.10771323337080964,0.8922867666291904,A
7131,35,41,1.94,22967.67,20,78,1,1,21,2003,1,0.034991012460677415,2,0.8209946074764065,0.3126409730768687,0.6873590269231313,B
5529,40,20,0.89,28832.84,9,34,1,0,4,3165,0,0.013570084546041927,1,0.40814205072762516,0.10650030215563887,0.8934996978443611,A
1930,38,25,0.61,35010.75,11,88,0,0,20,1240,1,0.02543261625329887,0,0.015259569751979321,0.22065736643890754,0.7793426335610925,A
7857,25,24,1.67,35261.33,2,75,0,1,23,2841,0,0.025724441534431722,1,0.41543466492065906,0.22346569759450619,0.7765343024054938,A
8794,42,22,1.38,12071.36,17,39,0,0,9,1958,1,0.024708530528862918,0,0.01482511831731775,0.2136892501353309,0.7863107498646691,A
5237,46,35,0.89,44540.3,6,88,1,0,7,944,1,0.016994676743633464,1,0.4101968060461801,0.13945628501765117,0.8605437149823488,A
6031,26,50,0.44,42079.34,11,48,1,1,14,1957,1,0.01368041530232022,2,0.8082082491813922,0.10756205149782842,0.8924379485021716,A
2166,30,12,1.27,19977.31,17,16,1,1,13,3596,0,0.046421282739426445,2,0.827852769643656,0.42263824273120776,0.5773617572687922,B
3250,12,21,0.55,15773.04,14,73,1,0,10,3220,0,0.02864663999756695,1,0.4171879839985402,0.25158697946223113,0.7484130205377688,B
6449,40,11,3.15,58352.49,11,82,0,0,14,887,1,0.02292045882294558,0,0.013752275293767349,0.19648204498614447,0.8035179550138556,A
3762,36,48,3.06,84762.87,6,63,0,0,19,2624,0,0.056687614435313935,0,0.03401256866118836,0.5214345466132726,0.4785654533867274,C
8029,30,24,4.83,14901.34,1,5,0,1,0,3130,0,0.05715176969560889,1,0.4342910618173654,0.5259012661293515,0.4740987338706485,C
4122,1,43,1.4,52558.87,1,81,0,0,22,1308,0,0.07111662546882133,0,0.0426699752812928,0.6602896899119357,0.3397103100880643,C
7284,32,37,5.13,21992.76,10,22,0,0,9,1897,0,0.02104953701589905,0,0.012629722209539429,0.17847754592416742,0.8215224540758326,A
